id_entreprise,name,sector,city,country,website,email,revenue,enrollment,average,salary,description,message
groupehn,Groupe HN,"Informatique, Télécommunication, Électronique",Paris,France,http://www.groupehn.com/wordpress/fr/,rh@groupehn.com,55 M€,750,30,32 000€ - 33 000€,"Le Groupe HN est une Société de Conseil et de Service en Ingénierie Informatique d'envergure internationale créée en 1983 qui compte aujourd'hui environ 750 collaborateurs dans les secteurs de la Banque, de l'Assurance, de l'Industrie et des Services.",
seb,Groupe SEB,Industrie,Lyon,France,http://groupeseb.com,training@groupeseb.com,"4,77 Md€",26000,,,"Leader mondial du petit équipement domestique, le Groupe SEB compte plus de 26 000 collaborateurs dans le monde. Fondé en 1857, le Groupe SEB vend chaque année 200 millions de produits et a réalisé un chiffre d’affaires de 4,77 milliards d’euros en 2015. Présent dans 150 pays, il a conquis de fortes positions sur les différents continents grâce à une offre produits diversifiée et à un portefeuille de marques à forte notoriété : Tefal, Moulinex, Rowenta, KRUPS...",
sii,Groupe SII,"Informatique, Édition de logiciels, Services de l'information",Paris,France,http://www.groupe-sii.com,DRH-LYON@sii.fr,"360,1M€",6000,34,30 000€,"Le Groupe SII, en tant que société de conseil en technologie numérique, accompagne les grandes entreprises dans leur transformation digitale.",
soprema,Groupe Soprema,BTP,Strasbourg,France,http://www.soprema.fr/fr/,,"2,13 Md€",6260,,,,
volvo,Groupe Volvo,Industrie,Lyon,France,http://www.volvogroup.jobs,,"33,4 Md€",10000,37,,"Premier constructeur mondial de véhicules industriels, le Groupe Volvo, auquel appartient Renault Trucks, conçoit, fabrique et commercialise des gammes complètes de solutions de transport de biens et de personnes. Répondre aux nouvelles exigences environnementales, saisir de nouvelles opportunités de croissance rentable, développer des produits et des services innovants pour satisfaire les besoins de nos clients, tels sont les défis auxquels répond le groupe Volvo.
",
gse,GSE Group,BTP,Avignon,France,http://www.gsegroup.com ,drh@gsegroup.com,360 M€,334,38,32 500€ - 37 000€,Notre métier est la conception et la réalisation clés en main de bâtiments immobiliers d'entreprises. ,"Pour bien commencer votre carrière, saisissez les opportunités proposées par le Groupe GSE, en France ou en Europe. Vous bénéficierez d'une large autonomie et de responsabilités dès votre embauche, pour gérer des projets en équipe. "
hexcel,Hexcel,Industrie,Dagneux,France,http://www.hexcel.com,recruiting@hexcel.com,"1,8 Md$",6000,,,"Grâce à notre investissement conséquent en R&D et la culture de l’amélioration continue, Hexcel est le leader industriel dans le domaine de la fabrication de tissus techniques et de matériaux composites. Nous vous invitions à rejoindre nos 6000 collaborateurs qui travaillent pour le Groupe Hexcel au sein de sites industriels, de centres R&D, de bureaux commerciaux partout dans le monde… «Join our strenght within». ",
intrasec,Intrasec,"Informatique, Édition de logiciels, Services de l'information",Lyon,France,http://intrasec.fr,contact@intrasec.fr,,,,,"Editeur de logiciels innovants orientés CAO (usine 4.0) et Geide technique (Cloud / Bigdata) depuis 1989 et s’adressant aux industriels et au domaine de l’ingénierie, Intrasec cible la gestion de projets industriels, la conception d’usine digitale et prend en compte les contraintes réglementaires tout en garantissant la pérennité des données techniques gérées.",
itron,Itron,Industrie,Paris,France,http://www.itron.com,,2 Md€,8000,,,"Leader mondial de solutions technologiques, Itron permet aux distributeurs d’eau et d’énergie de mesurer, analyser et maitriser leurs ressources. Notre offre comprend des compteurs d’électricité, de gaz, d’eau et d’énergie thermique, ainsi que des systèmes de communication, des logiciels et des services associés.  ",
keyence,Keyence,Industrie,Paris,France,http://www.keyence.fr,rh@keyence.fr,31 M€,110,,,"KEYENCE est aujourd’hui leader mondial en matière d’innovation dans les domaines de l’automatisation industrielle. Notre entreprise conçoit et commercialise une gamme variée de produits incluant des capteurs polyvalents, du contrôle optique, des systèmes de vision et mesure industrielle, des marqueurs lasers ou encore des microscopes numériques. 
KEYENCE en quelques chiffres :
Une croissance de plus de 30% chaque année depuis 5 ans
Un réseau mondial : + de 200 000 clients dans 70 pays",
kpmg,KPMG,Audit & Conseil,Paris,France,http://www.kpmgrecrute.fr,,961 M€,8500,,,"Leader de l’audit, du conseil et de l’expertise comptable, KPMG France est membre de KPMG International, réseau de cabinets indépendants exerçant dans 152 pays.

Nos 8 500 professionnels interviennent auprès des grands comptes internationaux, des ETI et des groupes familiaux, des TPE et dans différents secteurs de l’industrie, du commerce et des services financiers.",
lauralba,Lauralba,"Informatique, Édition de logiciels, Services de l'information",Aix-En-Provence,France,http://www.lauralba.net,recrutement@lauralba.net,,85,,28 000€ - 45 000€,"LAURALBA est une ESN spécialisée dans la mise à disposition de personnel informatique expérimenté dans les domaines de l’ingénierie des systèmes, des réseaux et des nouvelles technologies.",
lem,LEM Switzerland SA,Industrie,Paris,Suisse,http://www.lem.com,recruit-ch@lem.com,235 M€,1400,,,"LEM leader du marché des solutions innovantes et de haute qualité dans la mesure des paramètres électriques. Ses produits de base (capteurs de tension et de courant) sont utilisés pour de nombreuses applications : moteurs et soudage, énergies renouvelables et alimentation électrique, traction, haute précision, voitures conventionnelles et vertes. ",
leongrosse,Léon Grosse,BTP,Versailles,France,http://leongrosse.fr,,800 M€,2360,32,34 000€ - 36 000€,"Léon Grosse compte parmi les premiers groupes indépendants de BTP en France. 

Nous réalisons de grands chantiers techniques tels que le Satellite 4 à l’aéroport Roissy Charles de Gaulle, le Musée de l’Homme au Trocadéro, le Pôle Universitaire la Citadelle à Amiens, L’hôpital Ambroise Paré à Marseille ou encore les stades Jean Bouin à Paris et Geoffroy Guichard à Saint-Etienne. Nous poursuivons notre développement par de nouvelles implantations et par notre engagement dans de nouveaux métiers : l’immobilier, l’énergie, le nucléaire. 

Groupe à taille humaine, performant et innovant, nous disposons des moyens d’un grand groupe. Forts d’un actionnariat familial garant de notre pérennité, nous construisons notre avenir en nous appuyant sur des valeurs fortes : la technicité de nos projets, l’autonomie de nos collaborateurs et leur évolution grâce à des parcours de formations internes.
",Bientôt votre chantier ? Rejoignez les équipes Léon Grosse et faites de vos projets notre avenir. 
loreal,L'Oréal,Industrie,Paris,France,http://www.loreal.com/,,"25,3 Md€",82900,,,"Avec plus de 100 ans d’existence, l’Oréal demeure le leader mondial de l’industrie des produits de beauté. Nos 32 marques internationales permettent d’offrir le meilleur de la cosmétique aux femmes et aux hommes du monde entier dans tous les domaines de la cosmétique : soin du cheveu, coloration, soin de la peau, maquillage et parfums. Nos 5 divisions sont expertes de leur circuit de distribution : Produits Grand Public, L’Oréal Luxe, Produits Professionnels, Cosmétique Active et The Body Shop.",
margo,Margoconseil,"Informatique, Édition de logiciels, Services de l'information",Paris,France,http://www.margoconseil.com/,drh@margoconseil.com,21 M€,270,29,36 000€ - 42 000€,"Margoconseil est une société de conseil spécialisée dans le secteur de la finance de marché.  Nous intervenons dans les domaines d’expertise suivants : R&D, ingénierie financière, risques, pricing, structuration et conduite du changement. Nous recrutons des consultants dont le savoir-faire, le potentiel de progression et la motivation contribueront au succès des prokets que nous confient nos clients. ",
mars,Mars france,Industrie,Orléans,France,http://www.mars.com/france,,,4500,,,"Parmi les leaders mondiaux de l'agroalimentaire, Mars est l’une des rares grandes entreprises familiales non cotées en bourse. Soutenu par des marques légendaires et une culture d’entreprise unique, le Groupe offre également un monde d’opportunités à ses collaborateurs.
En France, Mars dispose de 10 sites d’implantation dont 8 usines et compte plus de 4 200 collaborateurs qui contribuent chaque jour au succès des différents secteurs d’activité du Groupe.",
mcigroupe,Mc²i groupe,"Informatique, Édition de logiciels, Services de l'information",Paris,France,http://www.mc2i.fr,recrutement@mc2i.fr,58 M€,550,29,,"mc²i Groupe, cabinet de conseil en Systèrnes d’Information et an organisation.
accompagne les grandes entreprises et les administrations dans la conception
et la mise en œuvre de leurs Systèmes d'lnformation.
Le cabinet s’appuie sur plus de 550 consultants et peut s‘enorgueillir de
nombreuses et prestigieuses références couvrant tous les secteurs d'activité :
énergie, transport, culture et médias, industrie et services, banque/assurance, public.",
mcainge,Mca ingénierie,Industrie,Lyon,France,http://www.mca-ingenierie.fr,amaury@mca-ingenierie.fr,84 Md€,1100,,29 000€ - 31 000€,"MCA est un acteur international de l'ingénierie et du conseil en hautes technologies. Son expérience et son expertise de plus de 25 ans dans de nombreux secteurs font de lui un partenaire reconnu chez les grands groupes industriels. MCA compte plus de 1000 ingénieurs en France et à l'International qui interviennent en assistance technique, en centre de service ou au forfait. 
",
msf,Médecins sans frontières,Humanitaire,Paris,France,http://msf.fr,,,6000,,,"Médecins Sans Frontières apporte une assistance médicale à des populations aux prises avec des crises menaçant leur survie : principalement en cas de conflits armés, mais aussi d’épidémies, de pandémies, de catastrophes naturelles ou encore d’exclusion des soins. Toutes ces situations nécessitent des ressources médicales et logistiques adaptées.",
mediane,Médiane Système,"Informatique, Télécommunication, Électronique",Lyon,France,http://www.medianesysteme.com,recrutement.site@medianesysteme.com,26 M€,300,31,30 000€ - 50 000€,"Société d'ingénierie spécialisée en électronique, systèmes embarqués, informatique technique et industrielle. Créée par des ingénieurs, Médiane Système est une entreprise à taille humaine proche de ses collaborateurs, qui privilégie depuis 28 ans, l’évolution et l’accomplissement de chacun tant chez ses clients que dans ses bureaux d'études. Sa présence dans différents secteurs industriels, vous offre la possibilité de vous épanouir et de développer vos compétences dans des métiers ciblés.
",
michelin,Michelin,Industrie,Clermont-Ferrand,France,http://recrutement.michelin.fr/fre,,"21,2 Md€",111700,,,"
Leader mondial sur le marché des pneumatiques, le groupe Michelin produit chaque année plus de 184 millions de pneus de haute performance toute ligne de produit confondu. Parallèlement à son activité de manufacturier, Michelin propose des services d'aide à la mobilité.
Le groupe s’est donné pour mission de contribuer au progrès de la mobilité tout en poursuivant une stratégie de croissance mondiale durable et rentable.",
nationalinst,National instruments,"Informatique, Télécommunication, Électronique",Paris,France,http://ni.com,france@ni.com,"1,23 Md€",7800,,,"National Instruments, société américaine, plus de 1 Milliards de dollars de CA, 40 filiales dans le monde, équipe les ingénieurs et les scientifiques d'outils capables d'accélérer la productivité, l'innovation et la découverte. L'approche de NI est la conception graphique de systèmes, qui s'appuie sur un logiciel productif (ex : labVIEW), une plateforme matérielle reconfigurable et un écosystème d'applications et d'IP afin d'accélérer le développement de tout système nécessitant la mesure et le contrôle. Les clients de NI sont très variés (aéronautique, automobile, Télécoms, Recherche, Médical, agroalimentaire…). La société fait partie du classement des sociétés dans lesquelles il fait bon travailler depuis de nombreuses années. (Classement Great Place to Work)","Notre société est financièrement stable, en constante recherche d’innovation (16% de notre CA est investi en R&D chaque année), nos produits sont très utilisés et appréciés dans le domaine de l’instrumentation, nous offrons un programme de développement de compétences unique à nos collaborateurs, leur ouvrant ainsi des perspectives d’évolution à la fois en France et à l’international, et enfin, notre société fait partie du classement des sociétés dans lesquelles il fait bon travailler depuis plusieurs années. Nos collaborateurs évoluent dans une ambiance très conviviale. "
nge,NGE,BTP,Tarascon,France,http://www.nge.fr,,"1,5 Md€",9000,,30000€ - 35000€,"Groupe de BTP Français en croissance de 9000 salariés avec un chiffre d'affaires d'1,5 milliard d'euros",
orange,Orange,"Informatique, Télécommunication, Électronique",Paris ,France,http://orange.jobs,lucile.andrieu@havas.com,40 Md€,,,,"Orange est l'un des principaux opérateurs de télécommunication dans le monde, avec un chiffre d'affaires de 40 milliards d'euros en 2015. Orange emploie 154 000 salariés dont 96 000 en France. Présent dans 29 pays pour l’activité grand public, le Groupe est au service de plus de 250 millions de clients dans le monde. Orange est également l'un des leaders mondiaux des services de télécommunication aux entreprises sous la marque Orange Business Services. Nos enjeux placent l'expérience de nos clients au cœur de la stratégie. Pour cela, nous voulons réinventer l’expérience de nos clients pour leur apporter une connectivité enrichie partout où ils en ont besoin.","Les perspectives de carrières sont très variées. Suivant vos envies, vous pourrez rapidement accéder à des responsabilités très motivantes en choisissant entre l’expertise la plus pointue dans les équipes d’innovation, le pilotage de projets de dimension internationale, la participation à la stratégie dans un secteur en évolution constante ou même tester vos capacités de consultant. Un passage chez Orange, qu’il soit de quelques mois pour un stage ou de plusieurs années de carrière, ajoute une couleur numérique à votre parcours professionnel.  Les voies d’accès au Groupe sont aussi très riches. Nous accueillons chaque année près de 5000 alternant(e)s, 2500 stagiaires et 120 doctorant(e)s. Le Graduate Programme d’Orange est également une porte d’entrée puisque ce programme offre des perspectives d’évolution accélérées pour accéder à des responsabilités managériales, dans un contexte fortement international. Nous recherchons chaque année à recruter des jeunes diplômés issus des meilleurs cursus internationaux. Pour en savoir plus, venez à la rencontre de l’équipe du graduate programme sur le stand Orange ou rendez-vous sur orange.jobs/graduateprogramme."
pellenc,Pellenc ST,Industrie,Pertuis,France,http://pellencst.com/fr/,recruitment@pellencst.com,26 M€,138,35,30 000€ - 40 000€,"PELLENC ST - conçoit et fabrique en France des équipements de tri optique destinés au tri des déchets et à l’industrie du recyclage. Avec un parc installé de plus de 1000 machines dans le monde entier, notre société occupe une position de leader reconnu. En pleine expansion, cette entreprise dynamique située à Pertuis (à 20 minutes d'Aix en Provence), recherche différents profils pour renforcer sa position de leader et sa présence internationale.","Vous cherchez une entreprise dynamique, dans laquelle vous pouvez mettre à contributions vos compétences techniques et connaissances au travers de technologies de pointes. Rejoignez nos équipes et contribuer vous aussi à l'économie circulaire !"
plastico,Plastic Omnium,Industrie,Sainte-Julie,France,http://www.plasticomnium.com,stages.sigmatech@plasticomnium.com,6 Md€,30000,,,"Indépendant, innovant, implanté sur les grands marchés clés, Plastic Omnium poursuit sa stratégie de conquête et renforce ses positions de leader mondial dans ses deux métiers : Automobile et Environnement.

Avec plus de 32 000 collaborateurs, 136 usines, 22 Centres de R&D répartis dans 30 pays, Plastic Omnium est une société française, indépendante, cotée à la Bourse de Paris et a réalisé, en 2015, un chiffre d’affaires de 6 milliards d’euros.


",
protectic,Protectic ,"Informatique, Télécommunication, Électronique",Versailles,France,http://www.protectic.fr,recrute@protectic.fr,6 M€,75,32,,"PROTECTIC, société d'ingénierie à taille humaine, intervient depuis plus de 30 ans sur des projets d'envergure dans les secteurs de l'industrie (aéronautique, espace, énergie, transport) et du tertiaire (banque, finance, assurance). PROTECTIC se positionne sur des activités innovantes faisant appel à des technologies de pointe.
La qualité de nos prestations et des relations entretenues avec nos collaborateurs est l'une des clés de notre réussite.",
qiminfo,Qim Info,"Informatique, Édition de logiciels, Services de l'information",Genève,Suisse,http://www.qiminfo.ch/,rh@qiminfo.ch, 25 MCHF,180,31,,"Qui sommes-nous ?
Qim info est une société de services intervenant auprès de grands comptes dans des secteurs variés. Présents sur Genève, Lausanne et Grenoble, nous accompagnons nos clients dans l’évolution et la mise en œuvre de leur système d’information.
Proches, fidèles et pragmatiques, nous visons l’excellence et la satisfaction de nos collaborateurs ainsi que de nos clients. Notre expertise dans le domaine de l’IT est notre force, l’humain au cœur de nos valeurs.",
qualiconsult,Qualiconsult,BTP,Versailles,France,http://www.groupe-qualiconsult.fr/,recrutement@qualiconsult.fr,183 K€,2200,36,30 000€ - 50 000€,"Depuis plus de 30 ans, spécialiste du contrôle technique, de l’inspection, de l'assistance et de la formation, le GROUPE QUALICONSULT (2200 collaborateurs, 100 agences dans le monde, 183 M d'€ de CA) accompagne ses clients dans toutes les étapes de la construction, de l’exploitation des bâtiments, des installations techniques et infrastructures. ",
reel,Reel,Industrie,Lyon,France,http://www.reel.fr,,380 M€,2000,40,35 000 € ,,
rte,RTE,"Energie, Environnement, Chimie",Paris,France,http://www.rte-france.com,,4 Md€,8500,,33 500€ - 36 600€,"RTE est le gestionnaire du réseau français de transport d'électricité à haute et très haute tension, le plus important d'Europe. RTE assure une mission de service public en étant garant du bon fonctionnement et de la sûreté du système électrique en France. Il exploite, entretient et développe le réseau électrique.
Dans un marché de l'électricité ouvert à la concurrence et en plein développement, RTE est au cœur des enjeux énergétiques et stratégiques européens. 

Fort de nos 8 500 collaborateurs et de notre expertise reconnue, nous intégrons chaque année de nouveaux talents pour nos métiers techniques, le management de nos projets et nos fonctions supports. Nous favorisons le développement des compétences de nos collaborateurs ainsi que la réalisation de leurs projets professionnels. RTE offre formations et opportunités d'évolution de carrière, veille au respect, au dialogue et à la reconnaissance.

RTE est une filiale du Groupe EDF",
safran,Safran,Industrie,Paris,France,http://www.safran-group.com,,"17,4 M€",70,41,,"Safran est un groupe international de haute technologie, équipementier de premier rang dans les domaines de l’aéronautique, du spatial, de la défense et de la sécurité. Sa dimension internationale lui permet d’optimiser sa compétitivité, de bâtir des relations industrielles et commerciales avec les plus grands maîtres d’œuvre et opérateurs mondiaux, tout en offrant des services de proximité réactifs.

",
saintgobain,Saint-Gobain,Industrie,Paris,France,http://www.saint-gobain-experience.com ,justine.houille@saint-gobain.com ,"39,6 Md€",170000,,,"Saint-Gobain conçoit, produit et distribue des matériaux et des solutions pensés pour le bien-être de chacun et l’avenir de tous. Ces matériaux se trouvent partout dans notre habitat et notre vie quotidienne : bâtiments, transports, infrastructures, ainsi que dans de nombreuses applications industrielles. Ils apportent confort, performance et sécurité tout en répondant aux défis de la construction durable, de la gestion efficace des ressources et du changement climatique.",
sanofi,Sanofi,Industrie,Lyon,France ,http://www.sanofi.fr/l/fr/fr/index.jsp,Recrutement_France@sanofi.com,"33,821 Md€",110000,,,"Sanofi est une entreprise mondiale des sciences de la vie engagée dans l’amélioration de l’accès à la santé et l'accompagnement des personnes qu’elle sert tout au long du continuum des soins. Sanofi et ses plus de 110 000 collaborateurs s’emploient à faire une différence dans le quotidien des patients, où qu’ils soient dans le monde, pour leur permettre de vivre en meilleure santé.",
schneider,Schneider Electric,"Energie, Environnement, Chimie",Paris,France,http://www.schneider-electric.fr/fr/about-us/careers.jsp?,,27 M€,+160000,,,"Spécialiste mondial de la gestion de l’énergie et des automatismes, Schneider Electric conçoit, réalise et met en œuvre des solutions techniques innovantes pour une énergie sûre, efficace, fiable et propre. Ses plus de 160 000 collaborateurs ont réalisé 27 milliards d’euros de chiffre d’affaires en 2015 en s’engageant auprès des individus et des organisations afin de les aider à tirer le meilleur de leur énergie. ",
sentelis,Sentelis,Audit & Conseil,Paris,France,http://job.sentelis.com,recrutement@sentelis.com,"4,2 M€",35,36,40 000€ - 50 000€,"Avec un mix-collaborateurs de haut niveau, de tout horizon et de toute culture, Sentelis Cabinet de Conseil en nouvelles technologies à fort impact métier, accompagne les grandes entreprises de tout secteur d’activité à définir leur stratégie informatique sur l’ensemble et  transformer leur système d’information pour répondre aux nouveaux enjeux digitaux tels que le Big Data, l’internet des objets, l’omni-canalité, l’économie de l’API, le Cloud Computing et le marketing digital. Nous avons un équilibre 50/50 entre nos activités de conseil et celles de delivery (design, build jusqu’au passage en production de ces nouvelles technologies). Sentelis est reconnu par le marché comme éclaireur par sa vision, pionnier du modèle d’architecture 3.0, expert sur les nouvelles technologies  et pragmatique dans ses projets de delivery. 
Pour accompagner sa forte croissance, Sentelis recrute des talents de tout horizon, jeunes diplômés et expérimentés, passionnés et entreprenants et avides de découvrir chaque jour de nouveaux territoires dans un univers digital en pleine expansion.
","Vous êtes jeunes diplômés de niveau BAC + 5 issus d’écoles d’ingénieurs ou d’université.
Vous avez la tête bien faites plutôt que bien pleine, une personnalité enthousiaste et passionnée qui souhaite s’éclater et s’épanouir en participant à
la grande aventure du 3.0 dans une pépinière de talent jeune et ambitieuse, alors vous avez trouvé votre premier emploi !"
servair,Servair,Agro-Alimentaire Grande Distribution,Paris,France,http://www.servair.fr,,792 M€,10000,38,37 000€ - 40 000€,"Servair est la première entreprise française de restauration aérienne et de nettoyage. Au 3e rang mondial, avec ses partenaires et ses filiales, Servair offre aux compagnies aérienne un ensemble de services indispensables aux métiers du transport aérien et du confort du passager dans près de 40 aéroports à travers le monde. Ses exigences en termes de qualité et de savoir-faire ont fait de Servair une véritable force de proposition auprès de ses 120 compagnies clientes. ",
smac,Smac,BTP,Lyon,France,http://www.smac-sa.com,drhese@smac-sa.com,600 M€,3700,,,"Bâtiment Second Oeuvre : Étanchéité, Enveloppe du Bâtiment ",
sncf,Sncf,Transport,Paris,France,http://www.sncf.com/fr/groupe/emploi/fiche-metier/ingenieurs-et-cadres,,"31,4 M€",260000,,30 000€ - 50 000€,"SNCF est l’un des 1ers groupes mondiaux de mobilité et logistique de marchandises, avec une présence dans 120 pays. Le groupe s’appuie sur 3 Épic : SNCF (pilotage stratégique, social, économique), SNCF Réseau (gestion, exploitation, maintenance d’infrastructures) et SNCF Mobilités (transport voyageurs, gestion/développement des gares, transport/logistique marchandises).",
solutec,Solutec,"Informatique, Édition de logiciels, Services de l'information",Lyon,France,http://www.solutec.fr,recrutement-lyon@solutec.fr,53 M€,850,,,"Conseil, AMOA, études et développement, infrastructure, exploitation : SOLUTEC intervient sur un large spectre de prestations techniques, fonctionnelles et organisationnelles en ingénierie informatique. Depuis 1991, nous sommes reconnus pour la qualité de nos services, notre capacité à prendre en charge les projets les plus ambitieux et notre sens de la relation client.",N'hésitez pas à passer au Stand SOLUTEC pour nous rencontrer et échanger autour de votre projet professionnel et de nos opportunités de carrière 
solvay,Solvay,"Energie, Environnement, Chimie",Paris,France,http://www.solvay.fr,relationsecoles@solvay.com,"12,4 Md€",31000,,,,"Rejoignez-nous et demandons plus à la chimie, ensemble !  

Plus  qu'imaginer  et  réaliser  des  solutions  pour  nos  clients, nous construisons un nouveau modèle de chimie plus durable.
Chez Solvay, vous êtes moteur d'un changement inspiré par des idées nouvelles et un travail en équipe.

Que vous vous projetiez dans la recherche, le marketing, ou la fabrication, Solvay vous offre un environnement international, des perspectives professionnelles variées et un avenir plus durable grâce à la chimie.

Prêt à construire plus qu'une carrière avec nous ? 
www.solvay.fr- rubrique "" carrière"". "
solystic,Solystic,Industrie,Valence,France,http://www.solystic.com/,recrutement@solystic.com,120 M€,524,46,,"SOLYSTIC, leader internationalde solutions d’automatisation du triet de la distribution des objets postaux",
spcconsultants,Spc Consultants,"Informatique, Édition de logiciels, Services de l'information",Lyon,France,http://groupe-spc.com ,recrutements@spcconsultants.com,"7,3 M€",82,35,,"Nous sommes une société (création en 1988) de conseil et d’ingénierie spécialisée dans les domaines du
contrôle commande, des systèmes d’information industriels et des systèmes d’information dédiés aux
laboratoires et à la qualité.
Nos clients sont des groupes internationaux des secteurs de l’énergie, de la chimie, de la pharmacie et des cosmétiques, de
l’agroalimentaire tels que TOTAL, AREVA, SANOFI, SOLVAY, MICHELIN, BEL, LVMH, SAFRAN.",
spiebat,Spie Batignolles,BTP,Paris,France,http://spiebatignolles.fr,communication@spiebatignolles.fr,"1,5 M€",6240,,,"Spie batignolles est un acteur majeur du bâtiment, des infrastructures et des services, reconnu en France et à l'étranger pour ses expertises et sa vision différente du métier. Resté indépendant, notre groupe est détenu par les salariés et les dirigeants de l'entreprise. Nos 6 domaines d'expertise couvrent l'ensemble des métiers du secteur: Construction, Travaux Publics, Génie Civil et Fondations, Énergie, Immobilier et Concessions.  ",
systra,Systra,Transport,Paris,France,http://www.systra.com,,623 M€,5700,,,Ingénierie des systèmes de transports publics,
technology,Technology and Strategy,Audit & Conseil,Lyon,France,http://www.technologyandstrategy.com ,recrutement@technologyandstrategy.com,60 M€,750,28,30 000€ - 50 000€,"Technology and Strategy est une société de conseil en nouvelles technologies créée en 2008. 
T&S est spécialisée dans les systèmes embarqués et la mécanique dans le domaine des transports, de l’énergie et du médical.
La particularité du groupe T&S réside dans son positionnement franco-allemand et a pour ambition de répondre aux besoins de l’économie des régions transfrontalières.",
technord,Technord,Industrie,Lyon,France,http://www.technord.com,cbo@technord.com,75 M €,360,37,,"Technord est un ensemblier du génie électrique qui rassemble toutes les compétences nécessaires à la conception, la fabrication, l'installation, la mise en service et la maintenance d'équipements industriels sur les cinq continents. ",
veolia,Veolia,"Energie, Environnement, Chimie",Paris,France,http://veolia.com,,"24,9 Md€",173000,,,"Veolia propose une gamme complète de services environnementaux d’approvisionnement en eau et recyclage des eaux usées, collecte, traitement et valorisation des déchets, fourniture de chaleur et de climatisation et optimisation des processus industriels. Ces solutions veillent à concilier le développement des activités humaines et le respect de l’environnement.

",
viveris,Viveris,"Informatique, Édition de logiciels, Services de l'information",Paris,France,http://www.viveris.fr,coralie-nohel@viveris.fr,,793,30,27 000€ - 38 000€,"Groupe de conseil et d'ingénierie en informatique, Viveris accompagne depuis près de 30 ans les grandes et moyennes entreprises dans leurs projets informatiques. Les ingénieurs de Viveris interviennent sur l'ensemble du cycle de vie des projets informatiques et mènent des missions de conseil, d'études, de réalisation et de gestion du patrimoine logiciel.
",
vulcain,Vulcain Ingénierie,Conseil & Ingénierie,Paris,France,http://www.vulcain-ingenierie.com/,glamri@vulcain-eng.com,82 M€,950,,,"VULCAIN Ingénierie est une société de conseil et d'ingénierie spécialisées sur les secteurs de l’énergie, de l’environnement et des industries associées (Pétrole & gaz, Power, Industries des procédés et Infrastructures). 

Notre métier ? Aider nos clients à imaginer, concevoir, construire et mettre en service les infrastructures énergétiques de demain.",
wavestone,Wavestone,Audit & Conseil,Paris,France,http://www.wavestone.com,,310 M€,2500,,38 000€ - 44 000€,"Dans un monde où savoir se transformer est la clé du succès, l’ambition de Wavestone est d’apporter à ses clients des réponses uniques sur le marché, en les éclairant et les guidant dans leurs décisions les plus stratégiques.

Wavestone est le nouveau cabinet de conseil, issu du rapprochement début 2016 de Solucom et des activités européennes de Kurt Salmon (à l'exclusion de consumer goods & retail en dehors de France). 

Notre cabinet rassemble 2 500 collaborateurs présents sur 4 continents, figure parmi les leaders indépendants du conseil en Europe, et constitue le 1er cabinet de conseil indépendant en France.
","Étudiant(e)s et jeunes diplômé(e)s, révélez votre potentiel !
Rejoignez un acteur majeur du conseil, partenaire des plus grands comptes. Apportez-nous votre créativité, votre énergie et votre enthousiasme pour participer aux plus beaux projets de transformation du marché, et bénéficiez d’un environnement de travail stimulant où le partage permanent des connaissances est un état d’esprit.
Nous recrutons des talents aux parcours diversifiés, de tous niveaux d’expérience. Des personnalités engagées, reconnues pour leur goût d’entreprendre et leur esprit d’équipe. Venez vivre une expérience unique au sein de Wavestone !
"
worldline,Worldline,"Informatique, Édition de logiciels, Services de l'information",Lyon,France,http://www.worldline.com,jobworldline@worldline.com,"12,2 M€",8600,35,32 000€ - 36 000€,"Worldline est leader européen dans les paiements électroniques et les services transactionnels. Nos activités sont organisées autour de trois pôles de compétences: Merchant Services & Terminals ,Mobility & eTransactional Services , et Financial Processing & Software Licensing.  Nous proposons à nos clients de tous les secteurs d’activités des services personnalisés de bout en bout de la conception de la solution à la gestion de l’infrastructure. Worldline est la filiale cotée du Groupe Atos.
",
csc,CSC,"Informatique, Télécommunication, Électronique",Paris la défense cedex,France,,www.csc.fr,,1800,,,"SC ACCOMPAGNE SES CLIENTS DANS LEUR TRANSFORMATION DIGITALE.

La société fournit des services et des solutions informatiques de nouvelle génération, en capitalisant sur une solide expertise sectorielle, et une capacité à opérer à l’échelle mondiale. Indépendante à l’égard de tout fournisseur technologique, CSC s’appuie sur une large communauté de partenaires à travers le monde, pour servir des clients parmi les plus grandes entreprises et administrations publiques.
",
capgeconsulting,Capgemini consulting,Audit & Conseil,Courbevoie,France,http://www.fr.capgemini-consulting.com/,rejoindrecapgeminiconsulting.fr@capgemini.com,,900,25,"40,000 €","Capgemini Consulting est la marque de conseil en stratégie et transformation digitale du groupe Capgemini. Leader
dans la transformation des entreprises et des organisations, Capgemini Consulting aide ses clients à concevoir et
mettre en oeuvre des stratégies innovantes au service de leur croissance et de leur compétitivité. Nos consultants travaillent avec des entreprises et des organisations de premier plan pour les aider à relever
ces défis en menant à bien leur transformation numérique",
agap2,Agap2,Audit & Conseil,Lyon,France,http://www.agap2.fr,angelique.ruget@agap2.fr,235 M€,3200,,,"agap2 est un groupe européen d'ingénierie et de conseil opérationnel spécialisé dans l'industrie : Énergie, Chimie, Santé, BTP, Ferroviaire, Automobile, Aéronautique et Défense.
Nous disposons de ressources globales et d'une expérience de plus de 10 ans nous permettant de mobiliser des équipes et des compétences pour accompagner nos clients dans la réalisation de leurs projets.",
